id,instagram,twitter,facebook,spotify,twitch,patreon,vk,plus.google,play.google,steam,myspace,merchandise
UCdH_gd_-X8DAZOYyWrssZBQ,0,0,0,0,0,0,0,0,0,0,0,0
UC_6dOZDKErrAtKMHBCGOEhg,0,0,0,0,0,0,0,0,0,0,0,0
UCymxonPm7jMKsbqcydJD0rA,0,0,0,0,0,0,0,0,0,0,0,0
UCwTee6jGG-AhD9s57U6G9Ug,0,0,0,0,0,0,0,0,0,0,0,0
UCkkkiLEY93il3NA_ECZHAag,0,0,0,0,0,0,0,0,0,0,0,0
UCimgFtU9Qz5Pr8rQn90f88g,0,0,0,0,0,0,0,0,0,0,0,0
UCMNmwqCtCSpftrbvR3KkHDA,1,1,1,0,0,0,0,0,0,0,0,0
UCn9EI5qeV8nwS3I9TEMCRLg,0,0,0,0,0,0,0,0,0,0,0,0
UCLq_SYAsBOAHmWE6CoGzaTw,1,1,1,0,0,0,0,0,0,0,0,1
UCgLwTbHdxcX6gfgANwiQzfA,0,1,0,0,1,0,0,0,0,0,0,0
UC-9Kmk6Nt_xF-lRcMhI8hKQ,0,0,0,0,0,0,0,0,0,0,0,0
UCgEVRe7PEZQUEyuuxMwdVmQ,0,0,0,0,0,0,0,0,0,0,0,0
UC7hxro6moIkO494gY7ch3kg,0,0,0,0,0,0,0,0,0,0,0,0
UCCpPM66Mh7dAsOM377v46xw,0,0,0,0,0,0,0,0,0,0,0,0
UCQXg18hGq8ODC_qyVygaHEA,0,0,0,0,0,0,0,0,0,0,0,0
UCYNaT3jLeU7rZW_GAix7YTw,0,1,0,0,0,0,0,0,0,0,0,0
UCUZMdWGFP4iO4ZG3ilo0VpA,0,0,0,0,0,0,0,0,0,0,0,0
UC1o6smXb21IK3HV0yUcOFNg,1,1,0,0,1,0,0,0,0,0,0,1
UC3JHCzY6z7WFAXVSVg-8l2w,0,1,0,0,0,0,0,0,0,0,0,1
UCpB959t8iPrxQWj7G6n0ctQ,1,1,1,0,0,0,0,0,0,0,0,1
UCq3HG_FLEzMh4XMxikjDx0Q,0,0,0,0,0,0,0,0,0,0,0,0
UCHBWN1CtqAgnKgN6xIJBFPg,0,1,1,0,0,0,0,0,0,0,0,0
UCW4_vrAdIq658NTwQTTA2Fw,0,0,0,0,0,0,0,0,0,0,0,0
UCkHlHMr_D5hetYy6btuY-tA,1,1,1,0,0,0,1,0,0,0,0,0
UCjwVaGmrDZsVq6cdf6O8t-A,0,0,0,0,0,0,0,0,0,0,0,0
UCPDis9pjXuqyI7RYLJ-TTSA,1,1,1,0,0,0,0,0,0,0,0,1
UCSYBs67KQjq29fJ0My51_AA,0,0,0,0,0,0,0,0,0,0,0,0
UChRExdrWaXxxveTOb1_E_mQ,0,0,0,0,0,0,0,0,0,0,0,0
UCHmhLe3w3pQpUmonqkthE3g,1,1,0,0,0,0,0,0,0,0,0,0
UCRIu9Z1XQ4fsMzfb5vkVCcQ,0,0,0,0,0,0,0,0,0,0,0,0
UCqeY-StzmmHGYNRkQ_r49Yg,0,0,0,0,0,0,0,0,0,0,0,0
UCOD61z-vlytlhJDKje5zNPw,0,0,0,0,0,0,1,0,0,0,0,0
UCaH6XH3AZi9g3rcyKOFtjbw,0,0,0,0,0,0,0,0,0,1,0,0
UCOrGpfzWIn4WWJgjgyrq5cQ,0,0,0,0,0,0,0,0,0,0,0,0
UChboFzTgHPP9zkk2ID9AeZA,0,0,0,0,0,0,0,0,0,0,0,0
UCqAS5VXjDByC9UN6NTDrPHQ,0,0,0,0,0,0,0,0,0,0,0,0
UCPOIFuct7fjWKkiDRTNJqrg,1,1,0,0,0,0,0,0,0,0,0,0
UChF-9ZaZxXwqM5qFXX9wgLw,0,1,0,0,0,0,0,0,0,0,0,0
UCshfkdpahG1U4vKIDjE4D0Q,1,1,1,0,0,0,0,0,0,0,0,0
UC8LcA3grYZg0GNpxlXh8owg,1,1,0,0,0,0,0,0,0,0,0,0
UCNaNmNp6-3yMF2XyGYoga5w,0,0,0,0,0,0,0,1,0,0,0,0
UCpZLNDzplh9FDioOX-jnvKA,1,0,0,0,0,0,0,0,0,0,0,0
UC7vv4cRfzZ-46navm8rvelg,1,1,1,0,0,0,0,0,0,0,0,0
UCYT0OOzMUKkCSXeP7CyAQrQ,0,0,0,0,0,0,0,0,0,0,0,0
UC-pE29OUR43BqqBxIeyo_GA,0,1,1,0,0,1,0,0,0,0,0,0
UCvsMJuKN5n6Li0pp6oHrFwQ,0,0,0,0,0,0,0,0,0,0,0,0
UCN3OXmlai-gAaaicGXg9tCg,1,0,0,0,0,0,0,0,0,0,0,0
UCqPoizY22eEAmsvmFVUtb9w,0,0,0,0,0,0,0,0,0,0,0,0
UCbwSxv4kkURMAjsX01zFTbQ,0,0,0,0,0,0,0,0,0,0,0,0
UC_rHrqqP6vhqLhGjiGyOs0w,0,0,0,0,0,0,0,0,0,0,0,0
UCcvtWqv_RPQGZKHE75rtmBw,1,1,0,0,0,0,0,0,0,0,0,0
UCNEKMkg_DG8eAyR1BNWsSvw,1,0,1,0,0,0,0,0,0,0,0,0
UC8u9nn-OlcBOYPL08RzAlcw,1,0,1,0,0,0,0,0,0,0,0,0
UCggrHzul4f4wmXIr2VpJiFA,0,0,0,0,0,0,0,0,0,0,0,0
