id,mail
UC_6dOZDKErrAtKMHBCGOEhg,FALSE
UCymxonPm7jMKsbqcydJD0rA,FALSE
UCwTee6jGG-AhD9s57U6G9Ug,FALSE
UCkkkiLEY93il3NA_ECZHAag,TRUE
UCimgFtU9Qz5Pr8rQn90f88g,FALSE
UCMNmwqCtCSpftrbvR3KkHDA,TRUE
UCn9EI5qeV8nwS3I9TEMCRLg,TRUE
UCLq_SYAsBOAHmWE6CoGzaTw,TRUE
UCgLwTbHdxcX6gfgANwiQzfA,FALSE
UC-9Kmk6Nt_xF-lRcMhI8hKQ,TRUE
UCgEVRe7PEZQUEyuuxMwdVmQ,TRUE
UC7hxro6moIkO494gY7ch3kg,FALSE
UCCpPM66Mh7dAsOM377v46xw,FALSE
UCQXg18hGq8ODC_qyVygaHEA,FALSE
UCYNaT3jLeU7rZW_GAix7YTw,TRUE
UCUZMdWGFP4iO4ZG3ilo0VpA,FALSE
UC1o6smXb21IK3HV0yUcOFNg,TRUE
UC3JHCzY6z7WFAXVSVg-8l2w,TRUE
UCpB959t8iPrxQWj7G6n0ctQ,TRUE
UCq3HG_FLEzMh4XMxikjDx0Q,FALSE
UCHBWN1CtqAgnKgN6xIJBFPg,TRUE
UCW4_vrAdIq658NTwQTTA2Fw,FALSE
UCkHlHMr_D5hetYy6btuY-tA,FALSE
UCjwVaGmrDZsVq6cdf6O8t-A,FALSE
UCPDis9pjXuqyI7RYLJ-TTSA,TRUE
UCSYBs67KQjq29fJ0My51_AA,TRUE
UChRExdrWaXxxveTOb1_E_mQ,FALSE
UCHmhLe3w3pQpUmonqkthE3g,TRUE
UCRIu9Z1XQ4fsMzfb5vkVCcQ,FALSE
UCqeY-StzmmHGYNRkQ_r49Yg,FALSE
UCOD61z-vlytlhJDKje5zNPw,FALSE
UCaH6XH3AZi9g3rcyKOFtjbw,TRUE
UCOrGpfzWIn4WWJgjgyrq5cQ,FALSE
UChboFzTgHPP9zkk2ID9AeZA,FALSE
UCqAS5VXjDByC9UN6NTDrPHQ,FALSE
UCPOIFuct7fjWKkiDRTNJqrg,TRUE
UChF-9ZaZxXwqM5qFXX9wgLw,TRUE
UCshfkdpahG1U4vKIDjE4D0Q,TRUE
UC8LcA3grYZg0GNpxlXh8owg,TRUE
UCNaNmNp6-3yMF2XyGYoga5w,FALSE
UCpZLNDzplh9FDioOX-jnvKA,TRUE
UC7vv4cRfzZ-46navm8rvelg,TRUE
UCYT0OOzMUKkCSXeP7CyAQrQ,FALSE
UC-pE29OUR43BqqBxIeyo_GA,TRUE
UCvsMJuKN5n6Li0pp6oHrFwQ,FALSE
UCN3OXmlai-gAaaicGXg9tCg,FALSE
UCqPoizY22eEAmsvmFVUtb9w,FALSE
UCbwSxv4kkURMAjsX01zFTbQ,TRUE
UC_rHrqqP6vhqLhGjiGyOs0w,FALSE
UCcvtWqv_RPQGZKHE75rtmBw,TRUE
UCNEKMkg_DG8eAyR1BNWsSvw,TRUE
UC8u9nn-OlcBOYPL08RzAlcw,FALSE
UCggrHzul4f4wmXIr2VpJiFA,FALSE
UCpSyYrKg2EolrrZ1XOJrPLw,FALSE
UC1ft-ECMa6oHFVA9DXX98eQ,TRUE
UCNyO7ml_HVGhJWFQrxWtE_Q,FALSE
UCCtG3JJ62yRsAvRS5cT0aMQ,TRUE
UC3339WgBDKIcxTfywuSmG8w,TRUE
UCrXT6rzx75YEJpHCZv_Hhhw,FALSE
